user_id,first_name,last_name,email,signup_date,country,city,postal_code,age,gender,loyalty_tier
U000022,Vihaan,Pandey,vihaan.pandey792@gmail.com,2022-10-29,India,Patna,683749,44,Male,Silver
U000023,Navya,Sharma,navya.sharma906@gmail.com,2023-01-06,India,Pune,529405,19,Other,Bronze
U000024,Saanvi,Iyer,saanvi.iyer3475@gmail.com,2021-05-20,India,Indore,437538,37,Male,Bronze
U000025,Aadhya,Reddy,aadhya.reddy9925@gmail.com,2024-02-10,India,Kolkata,750052,20,Male,Silver
U000026,Aarav,Verma,aarav.verma8555@gmail.com,2022-03-04,India,Pune,321037,49,Male,Bronze
U000027,Saanvi,Bose,saanvi.bose1263@gmail.com,2024-12-24,India,Lucknow,527774,49,Other,Bronze
U000028,Ira,Verma,ira.verma4092@gmail.com,2021-08-09,India,Coimbatore,414790,25,Female,Silver
U000029,Aditya,Sharma,aditya.sharma3343@gmail.com,2023-11-10,India,Coimbatore,127034,51,Female,Silver
U000030,Zara,Malhotra,zara.malhotra6967@gmail.com,2024-07-03,India,Hyderabad,456407,41,Male,Silver
U000031,Krishna,Nair,krishna.nair9379@gmail.com,2022-06-24,India,Chandigarh,224234,38,Other,Bronze
U000032,Ananya,Pillai,ananya.pillai1662@gmail.com,2023-06-03,India,Delhi,395765,47,Female,Bronze
U000033,Ananya,Mishra,ananya.mishra6071@gmail.com,2021-09-17,India,Patna,381359,23,Other,Bronze
U000034,Zara,Pandey,zara.pandey3389@gmail.com,2022-06-23,Australia,Melbourne,96569,50,Other,Bronze
U000035,Zara,Malhotra,zara.malhotra4574@gmail.com,2021-04-26,United States,New York,33928,54,Other,Bronze
U000036,Krishna,Bose,krishna.bose2611@gmail.com,2023-09-08,India,Patna,647667,30,Other,Bronze
U000037,Myra,Patel,myra.patel793@gmail.com,2020-08-21,United Arab Emirates,Sharjah,18675,39,Male,Gold
U000038,Krishna,Sharma,krishna.sharma7039@gmail.com,2024-01-17,India,Mumbai,261772,45,Other,Bronze
U000039,Arjun,Das,arjun.das5468@gmail.com,2020-02-05,United Kingdom,London,25909,53,Male,Gold
U000040,Navya,Singh,navya.singh4927@gmail.com,2021-07-17,India,Delhi,649597,47,Male,Gold
U000041,Ishaan,Verma,ishaan.verma1402@gmail.com,2023-02-22,India,Kochi,548073,21,Other,Silver
U000042,Sai,Chowdhury,sai.chowdhury7574@gmail.com,2020-11-23,India,Chandigarh,421855,41,Male,Gold
U000043,Ananya,Chowdhury,ananya.chowdhury1882@gmail.com,2023-05-23,India,Kolkata,357395,22,Male,Gold
U000044,Kiara,Malhotra,kiara.malhotra1752@gmail.com,2021-07-02,India,Patna,550733,61,Other,Bronze
U000045,Aarav,Reddy,aarav.reddy9895@gmail.com,2023-01-23,India,Mumbai,545795,45,Male,Bronze
U000046,Ira,Gupta,ira.gupta2947@gmail.com,2022-02-02,United States,San Francisco,12052,40,Male,Silver
U000047,Myra,Mishra,myra.mishra4671@gmail.com,2021-05-18,India,Jaipur,697051,40,Female,Silver
U000048,Navya,Bose,navya.bose6710@gmail.com,2020-10-21,Australia,Melbourne,54163,44,Other,Bronze
U000049,Krishna,Patel,krishna.patel5422@gmail.com,2024-10-08,India,Chennai,465117,33,Other,Silver
U000050,Aarav,Sharma,aarav.sharma5449@gmail.com,2021-06-03,India,Surat,500504,19,Male,Platinum
U000051,Aditya,Verma,aditya.verma3637@gmail.com,2022-09-18,Australia,Brisbane,84365,24,Female,Bronze
U000052,Aditya,Singh,aditya.singh3022@gmail.com,2023-05-01,India,Bhopal,525527,49,Male,Bronze
U000053,Riya,Kapoor,riya.kapoor1189@gmail.com,2023-08-27,India,Kolkata,320925,52,Male,Bronze
U000054,Ira,Mehta,ira.mehta9386@gmail.com,2023-01-27,India,Hyderabad,686485,61,Female,Silver
U000055,Ananya,Iyer,ananya.iyer9750@gmail.com,2020-09-15,India,Nagpur,282660,44,Female,Gold
U000056,Aditya,Mishra,aditya.mishra5467@gmail.com,2022-04-20,India,Bengaluru,388191,55,Other,Platinum
U000057,Krishna,Pillai,krishna.pillai9631@gmail.com,2023-03-05,United Kingdom,Birmingham,38542,31,Male,Silver
U000058,Sai,Mishra,sai.mishra6218@gmail.com,2024-12-16,India,Bengaluru,496292,61,Male,Bronze
U000059,Krishna,Pillai,krishna.pillai1807@gmail.com,2021-06-29,India,Mumbai,233455,38,Other,Silver
U000060,Krishna,Sharma,krishna.sharma9692@gmail.com,2020-06-15,Germany,Hamburg,99312,53,Female,Bronze
U000061,Krishna,Nair,krishna.nair8455@gmail.com,2020-07-30,Germany,Munich,90170,42,Male,Bronze
U000062,Zara,Pillai,zara.pillai4695@gmail.com,2021-09-05,India,Delhi,346946,49,Female,Bronze
U000063,Aarav,Reddy,aarav.reddy4102@gmail.com,2023-09-07,India,Mumbai,390243,53,Male,Bronze
U000064,Reyansh,Verma,reyansh.verma3800@gmail.com,2024-09-27,Australia,Sydney,33621,29,Other,Bronze
U000065,Navya,Verma,navya.verma320@gmail.com,2024-06-17,India,Coimbatore,202068,25,Female,Silver
U000066,Saanvi,Sharma,saanvi.sharma7466@gmail.com,2023-08-08,India,Nagpur,244451,59,Other,Bronze
U000067,Navya,Singh,navya.singh448@gmail.com,2024-12-28,India,Pune,257325,54,Female,Bronze
U000068,Vihaan,Verma,vihaan.verma3204@gmail.com,2022-03-03,India,Delhi,838869,24,Other,Bronze
U000069,Zara,Gupta,zara.gupta9342@gmail.com,2021-05-25,India,Lucknow,120452,24,Other,Bronze
U000070,Mohammed,Yadav,mohammed.yadav180@gmail.com,2021-06-25,India,Lucknow,618244,41,Male,Bronze
U000071,Vihaan,Sharma,vihaan.sharma9274@gmail.com,2022-01-31,India,Nagpur,630696,27,Other,Silver
U000072,Diya,Chowdhury,diya.chowdhury8642@gmail.com,2020-06-03,India,Hyderabad,713093,52,Female,Bronze
U000073,Zara,Bose,zara.bose8258@gmail.com,2022-11-02,India,Chennai,208293,61,Male,Bronze
U000074,Myra,Nair,myra.nair809@gmail.com,2020-08-29,India,Bengaluru,408183,40,Female,Bronze
U000075,Aadhya,Nair,aadhya.nair5083@gmail.com,2022-08-09,United Kingdom,Manchester,69657,31,Male,Gold
U000076,Reyansh,Pandey,reyansh.pandey9601@gmail.com,2022-12-26,India,Ahmedabad,803606,44,Female,Bronze
U000077,Myra,Verma,myra.verma1482@gmail.com,2023-08-14,India,Chandigarh,585481,24,Other,Gold
U000078,Zara,Iyer,zara.iyer7487@gmail.com,2020-10-30,Germany,Hamburg,47719,46,Female,Gold
U000079,Kiara,Pillai,kiara.pillai1815@gmail.com,2022-02-28,India,Bengaluru,809767,39,Other,Bronze
U000080,Aarav,Patel,aarav.patel6342@gmail.com,2023-04-27,India,Indore,698572,23,Other,Silver
U000081,Ananya,Patel,ananya.patel2879@gmail.com,2022-04-25,India,Chennai,732071,28,Male,Silver
U000082,Diya,Patel,diya.patel3342@gmail.com,2024-08-31,India,Patna,508077,58,Female,Bronze
U000083,Saanvi,Yadav,saanvi.yadav7533@gmail.com,2020-08-05,India,Surat,562330,35,Male,Silver
U000084,Vihaan,Kapoor,vihaan.kapoor9263@gmail.com,2024-10-24,India,Hyderabad,429411,58,Female,Bronze
U000085,Ananya,Bose,ananya.bose2741@gmail.com,2021-05-05,India,Chennai,450422,29,Female,Gold
U000086,Aarav,Nair,aarav.nair9944@gmail.com,2024-10-18,India,Indore,669510,22,Male,Silver
U000087,Ananya,Verma,ananya.verma8815@gmail.com,2021-10-15,India,Kochi,159919,24,Other,Silver
U000088,Saanvi,Das,saanvi.das1923@gmail.com,2024-08-13,India,Bhopal,728498,24,Male,Bronze
U000089,Sai,Yadav,sai.yadav9151@gmail.com,2020-10-11,India,Surat,800727,31,Female,Silver
U000090,Aditya,Malhotra,aditya.malhotra5774@gmail.com,2020-02-08,India,Bhopal,225210,51,Male,Bronze
U000091,Aarav,Malhotra,aarav.malhotra554@gmail.com,2020-04-07,India,Mumbai,733245,38,Female,Gold
U000092,Aarav,Nair,aarav.nair5911@gmail.com,2021-12-20,India,Bengaluru,712325,56,Female,Silver
U000093,Myra,Sharma,myra.sharma3180@gmail.com,2024-05-17,India,Mumbai,662010,55,Other,Bronze
U000094,Vivaan,Iyer,vivaan.iyer8510@gmail.com,2020-11-27,India,Mumbai,479812,59,Other,Silver
U000095,Aarav,Chowdhury,aarav.chowdhury2367@gmail.com,2022-11-09,India,Chandigarh,591924,62,Other,Silver
U000096,Aditya,Das,aditya.das4162@gmail.com,2021-11-13,India,Patna,115306,61,Other,Bronze
U000097,Arjun,Kapoor,arjun.kapoor5237@gmail.com,2024-03-02,India,Delhi,179990,23,Other,Silver
U000098,Ira,Chowdhury,ira.chowdhury520@gmail.com,2020-06-30,United Kingdom,London,72043,57,Female,Silver
U000099,Saanvi,Kapoor,saanvi.kapoor8435@gmail.com,2024-11-24,United Arab Emirates,Abu Dhabi,31588,33,Female,Silver
U000100,Vihaan,Mehta,vihaan.mehta8019@gmail.com,2023-03-19,India,Bhopal,580864,46,Female,Gold
U000101,Ananya,Iyer,ananya.iyer7789@gmail.com,2022-09-06,India,Chandigarh,729541,33,Other,Bronze
U000102,Ananya,Nair,ananya.nair5142@gmail.com,2022-04-25,United Arab Emirates,Abu Dhabi,85032,54,Male,Silver
U000103,Vihaan,Patel,vihaan.patel3851@gmail.com,2021-05-01,India,Chandigarh,297349,20,Other,Gold
U000104,Aditya,Verma,aditya.verma1398@gmail.com,2022-01-31,India,Bengaluru,233840,46,Male,Silver
U000105,Reyansh,Pandey,reyansh.pandey2326@gmail.com,2021-10-31,India,Indore,488790,52,Male,Bronze
U000106,Reyansh,Pandey,reyansh.pandey3275@gmail.com,2023-06-06,India,Indore,247186,29,Other,Bronze
U000107,Kiara,Chowdhury,kiara.chowdhury2969@gmail.com,2024-08-01,Australia,Brisbane,70375,58,Other,Bronze
U000108,Sai,Pillai,sai.pillai4809@gmail.com,2022-09-05,India,Bhopal,455372,63,Female,Bronze
U000109,Kiara,Das,kiara.das8484@gmail.com,2024-01-09,India,Jaipur,261767,43,Male,Gold
U000110,Diya,Verma,diya.verma5327@gmail.com,2021-06-10,India,Lucknow,164350,26,Male,Bronze
U000111,Vivaan,Mehta,vivaan.mehta7348@gmail.com,2023-06-23,India,Surat,558083,41,Female,Silver
U000112,Ishaan,Sharma,ishaan.sharma8606@gmail.com,2023-01-27,India,Pune,824383,47,Other,Silver
U000113,Kiara,Mehta,kiara.mehta951@gmail.com,2020-06-03,India,Patna,545593,42,Male,Gold
U000114,Aditya,Khan,aditya.khan9358@gmail.com,2024-10-17,India,Coimbatore,829953,25,Other,Bronze
U000115,Diya,Patel,diya.patel8008@gmail.com,2023-11-30,India,Mumbai,443889,64,Male,Bronze
U000116,Aadhya,Iyer,aadhya.iyer7950@gmail.com,2021-04-07,Australia,Brisbane,18109,51,Female,Silver
U000117,Arjun,Yadav,arjun.yadav5900@gmail.com,2023-01-30,India,Bengaluru,500410,25,Male,Silver
U000118,Saanvi,Mishra,saanvi.mishra1713@gmail.com,2022-11-11,India,Mumbai,115890,40,Other,Silver
U000119,Ira,Malhotra,ira.malhotra4659@gmail.com,2023-10-27,India,Pune,655811,61,Female,Bronze
U000120,Aarav,Nair,aarav.nair7991@gmail.com,2022-12-31,India,Indore,286781,24,Other,Silver
U000121,Aditya,Das,aditya.das9311@gmail.com,2020-08-01,India,Surat,699466,51,Other,Silver
U000122,Reyansh,Verma,reyansh.verma877@gmail.com,2022-02-03,India,Jaipur,656608,61,Other,Silver
U000123,Myra,Iyer,myra.iyer7742@gmail.com,2021-09-01,India,Patna,657900,52,Female,Bronze
U000124,Navya,Das,navya.das8982@gmail.com,2021-05-09,India,Delhi,585873,55,Female,Silver
U000125,Vihaan,Malhotra,vihaan.malhotra3642@gmail.com,2020-10-14,India,Bengaluru,344762,63,Female,Silver
U000126,Diya,Iyer,diya.iyer1478@gmail.com,2022-03-11,United Kingdom,Birmingham,59950,52,Female,Silver
U000127,Zara,Patel,zara.patel3833@gmail.com,2022-10-07,India,Delhi,241999,62,Other,Silver
U000128,Diya,Pandey,diya.pandey9360@gmail.com,2022-05-25,India,Lucknow,569506,24,Male,Bronze
U000129,Ananya,Gupta,ananya.gupta3763@gmail.com,2023-08-04,Australia,Sydney,10440,57,Female,Gold
U000130,Riya,Mishra,riya.mishra9511@gmail.com,2024-04-02,India,Bhopal,313225,59,Male,Silver
U000131,Sai,Iyer,sai.iyer6370@gmail.com,2022-12-10,India,Jaipur,468629,19,Male,Bronze
U000132,Kiara,Verma,kiara.verma6860@gmail.com,2022-04-10,India,Coimbatore,181758,51,Female,Gold
U000133,Myra,Kapoor,myra.kapoor8253@gmail.com,2022-04-17,India,Ahmedabad,836232,32,Female,Bronze
U000134,Vihaan,Das,vihaan.das4423@gmail.com,2024-08-04,India,Kochi,496665,52,Male,Silver
U000135,Sai,Shetty,sai.shetty7812@gmail.com,2024-12-26,India,Jaipur,403194,20,Female,Bronze
U000136,Mohammed,Sharma,mohammed.sharma8791@gmail.com,2024-03-09,India,Chennai,693491,20,Male,Bronze
U000137,Ananya,Malhotra,ananya.malhotra1064@gmail.com,2023-05-01,United Arab Emirates,Dubai,12156,24,Female,Silver
U000138,Myra,Malhotra,myra.malhotra6500@gmail.com,2024-06-26,India,Ahmedabad,620546,58,Other,Silver
U000139,Navya,Singh,navya.singh290@gmail.com,2020-09-18,India,Coimbatore,449969,58,Female,Bronze
U000140,Riya,Nair,riya.nair7767@gmail.com,2024-07-21,India,Nagpur,120929,31,Female,Gold
U000141,Saanvi,Verma,saanvi.verma6562@gmail.com,2020-01-10,India,Chennai,114105,25,Other,Bronze
U000142,Vihaan,Gupta,vihaan.gupta517@gmail.com,2024-01-04,India,Chandigarh,845035,63,Female,Silver
U000143,Ira,Mishra,ira.mishra2386@gmail.com,2020-04-14,India,Hyderabad,293662,49,Male,Silver
U000144,Reyansh,Malhotra,reyansh.malhotra8009@gmail.com,2023-11-11,Australia,Brisbane,20820,57,Male,Bronze
U000145,Reyansh,Das,reyansh.das6980@gmail.com,2022-04-13,India,Indore,444912,27,Male,Bronze
U000146,Diya,Das,diya.das1138@gmail.com,2022-09-13,India,Ahmedabad,203692,53,Male,Bronze
U000147,Ishaan,Pillai,ishaan.pillai5482@gmail.com,2022-03-30,Australia,Brisbane,66700,25,Female,Silver
U000148,Ira,Yadav,ira.yadav8132@gmail.com,2020-01-29,India,Kolkata,660965,30,Female,Silver
U000149,Ananya,Bose,ananya.bose1000@gmail.com,2023-10-01,United Arab Emirates,Sharjah,73890,46,Female,Bronze
U000150,Reyansh,Chowdhury,reyansh.chowdhury5093@gmail.com,2020-01-09,India,Mumbai,150875,19,Other,Silver
U000151,Aadhya,Mishra,aadhya.mishra2191@gmail.com,2022-01-21,India,Indore,773109,26,Other,Gold
U000152,Vihaan,Mishra,vihaan.mishra3711@gmail.com,2021-11-18,India,Indore,178790,64,Other,Silver
U000153,Navya,Yadav,navya.yadav5919@gmail.com,2021-04-09,India,Delhi,453920,47,Male,Gold
U000154,Vivaan,Khan,vivaan.khan8726@gmail.com,2021-03-29,India,Mumbai,539309,62,Male,Silver
U000155,Saanvi,Nair,saanvi.nair5412@gmail.com,2022-09-09,India,Delhi,336006,50,Female,Silver
U000156,Navya,Singh,navya.singh2575@gmail.com,2020-10-15,United Kingdom,Manchester,68430,24,Other,Gold
U000157,Aditya,Iyer,aditya.iyer4616@gmail.com,2024-07-27,India,Pune,491264,40,Male,Silver
U000158,Arjun,Patel,arjun.patel1294@gmail.com,2024-09-27,India,Chandigarh,199413,31,Other,Gold
U000159,Krishna,Gupta,krishna.gupta934@gmail.com,2023-12-06,India,Bhopal,338528,46,Other,Silver
U000160,Myra,Patel,myra.patel4008@gmail.com,2020-10-07,India,Pune,585971,37,Female,Bronze
U000161,Vihaan,Bose,vihaan.bose8400@gmail.com,2023-01-04,India,Indore,273221,32,Male,Gold
U000162,Sai,Chowdhury,sai.chowdhury9203@gmail.com,2022-05-21,India,Surat,137044,40,Other,Silver
U000163,Aditya,Pandey,aditya.pandey1479@gmail.com,2021-10-03,India,Patna,279194,44,Male,Silver
U000164,Ananya,Kapoor,ananya.kapoor5896@gmail.com,2022-12-08,India,Bengaluru,636501,48,Male,Gold
U000165,Ira,Kapoor,ira.kapoor6166@gmail.com,2021-09-18,India,Ahmedabad,347160,43,Male,Silver
U000166,Sai,Pandey,sai.pandey1970@gmail.com,2022-08-19,India,Chandigarh,433563,34,Female,Bronze
U000167,Vivaan,Iyer,vivaan.iyer9616@gmail.com,2022-10-17,India,Chandigarh,494554,59,Other,Bronze
U000168,Arjun,Singh,arjun.singh1283@gmail.com,2023-09-01,India,Delhi,800792,42,Female,Bronze
U000169,Sai,Pillai,sai.pillai2688@gmail.com,2022-08-06,India,Mumbai,709902,57,Other,Bronze
U000170,Kiara,Singh,kiara.singh3839@gmail.com,2020-04-12,India,Mumbai,480606,21,Male,Silver
U000171,Navya,Malhotra,navya.malhotra8684@gmail.com,2020-05-21,India,Surat,741494,31,Male,Bronze
U000172,Saanvi,Verma,saanvi.verma5652@gmail.com,2023-08-28,India,Mumbai,360597,32,Male,Bronze
U000173,Vihaan,Shetty,vihaan.shetty666@gmail.com,2022-03-08,India,Bhopal,667019,56,Other,Gold
U000174,Riya,Chowdhury,riya.chowdhury7061@gmail.com,2023-07-19,India,Ahmedabad,752411,25,Male,Gold
U000175,Myra,Pandey,myra.pandey2394@gmail.com,2022-07-17,India,Patna,560630,35,Female,Gold
U000176,Krishna,Shetty,krishna.shetty5017@gmail.com,2022-04-01,United Kingdom,Manchester,96257,54,Male,Bronze
U000177,Vihaan,Verma,vihaan.verma4244@gmail.com,2020-09-20,India,Kochi,343221,51,Other,Bronze
U000178,Kiara,Mishra,kiara.mishra7530@gmail.com,2021-09-01,India,Pune,400881,18,Female,Bronze
U000179,Saanvi,Pillai,saanvi.pillai6749@gmail.com,2022-05-02,India,Lucknow,266793,25,Other,Silver
U000180,Sai,Yadav,sai.yadav7114@gmail.com,2024-08-08,India,Nagpur,234430,64,Male,Bronze
U000181,Krishna,Reddy,krishna.reddy9579@gmail.com,2024-01-04,India,Hyderabad,526977,64,Female,Silver
U000182,Aarav,Gupta,aarav.gupta6509@gmail.com,2024-03-20,India,Pune,216196,36,Female,Platinum
U000183,Mohammed,Reddy,mohammed.reddy3286@gmail.com,2020-03-16,India,Surat,170036,38,Female,Bronze
U000184,Zara,Khan,zara.khan4797@gmail.com,2021-07-13,India,Kolkata,461995,26,Male,Silver
U000185,Navya,Nair,navya.nair2441@gmail.com,2023-02-28,India,Kolkata,790327,28,Male,Bronze
U000186,Vihaan,Khan,vihaan.khan1926@gmail.com,2024-12-23,India,Surat,329044,45,Female,Gold
U000187,Myra,Mehta,myra.mehta7231@gmail.com,2021-05-06,India,Lucknow,479967,29,Male,Platinum
U000188,Ananya,Pandey,ananya.pandey8405@gmail.com,2022-10-13,India,Chennai,742691,48,Male,Bronze
U000189,Aarav,Das,aarav.das4068@gmail.com,2023-01-26,India,Jaipur,612652,20,Male,Silver
U000190,Aditya,Patel,aditya.patel7249@gmail.com,2024-05-28,India,Surat,384956,33,Female,Silver
U000191,Ananya,Iyer,ananya.iyer9313@gmail.com,2022-08-28,India,Nagpur,743359,54,Male,Gold
U000192,Aadhya,Patel,aadhya.patel6891@gmail.com,2022-02-26,India,Chandigarh,749011,60,Male,Bronze
U000193,Saanvi,Das,saanvi.das3050@gmail.com,2021-12-02,Germany,Munich,62840,34,Male,Bronze
U000194,Navya,Das,navya.das5829@gmail.com,2022-08-02,India,Chandigarh,484112,22,Female,Silver
U000195,Saanvi,Das,saanvi.das220@gmail.com,2023-02-23,Germany,Munich,45869,47,Female,Bronze
U000196,Aarav,Gupta,aarav.gupta3915@gmail.com,2021-08-01,India,Kochi,243129,27,Other,Silver
U000197,Ishaan,Mehta,ishaan.mehta2592@gmail.com,2023-06-16,United Arab Emirates,Sharjah,12234,39,Female,Bronze
U000198,Krishna,Sharma,krishna.sharma4202@gmail.com,2022-11-01,India,Kolkata,340651,18,Male,Bronze
U000199,Aarav,Verma,aarav.verma4155@gmail.com,2022-08-18,India,Ahmedabad,318516,47,Female,Bronze
U000200,Vivaan,Pillai,vivaan.pillai7134@gmail.com,2024-05-24,India,Lucknow,846354,40,Female,Gold
U000201,Sai,Sharma,sai.sharma9846@gmail.com,2022-07-30,Australia,Sydney,78528,51,Female,Bronze
U000202,Kiara,Iyer,kiara.iyer2847@gmail.com,2022-04-21,India,Mumbai,832408,58,Male,Silver
U000203,Navya,Verma,navya.verma742@gmail.com,2024-01-18,India,Coimbatore,195578,38,Female,Silver
U000204,Sai,Nair,sai.nair6496@gmail.com,2022-01-31,India,Jaipur,524827,63,Male,Bronze
U000205,Kiara,Das,kiara.das1073@gmail.com,2024-02-09,India,Nagpur,848433,52,Other,Bronze
U000206,Aditya,Chowdhury,aditya.chowdhury9702@gmail.com,2020-01-09,India,Mumbai,672487,23,Other,Silver
U000207,Myra,Verma,myra.verma2978@gmail.com,2024-10-25,India,Delhi,140710,41,Female,Bronze
U000208,Riya,Yadav,riya.yadav8749@gmail.com,2021-08-17,India,Bengaluru,849155,63,Other,Gold
U000209,Arjun,Mehta,arjun.mehta2419@gmail.com,2023-04-02,India,Surat,418682,21,Female,Bronze
U000210,Riya,Mishra,riya.mishra2219@gmail.com,2021-05-01,India,Kochi,526596,61,Other,Bronze
U000211,Arjun,Yadav,arjun.yadav4444@gmail.com,2020-04-10,India,Lucknow,726937,35,Other,Silver
U000212,Aarav,Reddy,aarav.reddy9530@gmail.com,2024-08-28,India,Chandigarh,146523,49,Male,Silver
U000213,Ira,Mehta,ira.mehta7626@gmail.com,2020-01-15,India,Nagpur,644943,58,Male,Bronze
U000214,Navya,Shetty,navya.shetty7398@gmail.com,2021-11-28,India,Coimbatore,664573,20,Female,Gold
U000215,Kiara,Khan,kiara.khan9077@gmail.com,2021-03-02,India,Patna,285901,58,Female,Bronze
U000216,Kiara,Shetty,kiara.shetty4437@gmail.com,2021-04-25,India,Nagpur,113375,49,Male,Silver
U000217,Krishna,Pillai,krishna.pillai5306@gmail.com,2023-07-02,India,Bengaluru,132205,60,Male,Bronze
U000218,Ishaan,Pillai,ishaan.pillai6105@gmail.com,2022-01-28,India,Nagpur,613709,58,Male,Bronze
U000219,Krishna,Mehta,krishna.mehta5241@gmail.com,2024-07-06,United Arab Emirates,Sharjah,41322,32,Female,Bronze
U000220,Ananya,Patel,ananya.patel7095@gmail.com,2020-07-28,India,Coimbatore,552740,30,Other,Silver
U000221,Arjun,Pandey,arjun.pandey5496@gmail.com,2023-05-26,India,Jaipur,774918,21,Other,Bronze
U000222,Vivaan,Chowdhury,vivaan.chowdhury6749@gmail.com,2022-02-15,India,Jaipur,366445,55,Other,Silver
U000223,Diya,Iyer,diya.iyer5335@gmail.com,2023-11-17,India,Bengaluru,859057,37,Other,Bronze
U000224,Myra,Bose,myra.bose5341@gmail.com,2020-12-07,India,Surat,212615,64,Female,Bronze
U000225,Myra,Shetty,myra.shetty8556@gmail.com,2020-04-20,India,Kolkata,635660,36,Other,Gold
U000226,Ishaan,Shetty,ishaan.shetty4958@gmail.com,2021-09-20,India,Bhopal,796474,24,Other,Silver
U000227,Diya,Yadav,diya.yadav1030@gmail.com,2021-10-03,India,Bengaluru,384033,27,Other,Silver
U000228,Sai,Mishra,sai.mishra5547@gmail.com,2024-10-25,India,Indore,123251,47,Male,Silver
U000229,Sai,Sharma,sai.sharma8806@gmail.com,2024-06-09,India,Chandigarh,367469,63,Female,Bronze
U000230,Krishna,Bose,krishna.bose9622@gmail.com,2024-11-26,India,Surat,673972,31,Female,Bronze
U000231,Ishaan,Verma,ishaan.verma3467@gmail.com,2022-10-20,India,Surat,782747,33,Female,Bronze
U000232,Myra,Gupta,myra.gupta8907@gmail.com,2024-12-02,India,Ahmedabad,791798,52,Female,Silver
U000233,Riya,Yadav,riya.yadav2156@gmail.com,2020-02-15,India,Indore,553058,32,Male,Silver
U000234,Aditya,Gupta,aditya.gupta8545@gmail.com,2020-11-20,India,Surat,291029,25,Male,Silver
U000235,Vivaan,Iyer,vivaan.iyer3470@gmail.com,2020-04-20,India,Pune,765735,44,Other,Silver
U000236,Kiara,Singh,kiara.singh2506@gmail.com,2023-03-05,India,Chennai,703980,38,Female,Silver
U000237,Ananya,Pandey,ananya.pandey8608@gmail.com,2022-12-12,United States,Houston,52862,49,Other,Bronze
U000238,Mohammed,Pandey,mohammed.pandey2557@gmail.com,2021-05-02,United States,New York,83316,55,Other,Platinum
U000239,Diya,Gupta,diya.gupta4702@gmail.com,2021-08-06,India,Chandigarh,248884,22,Male,Gold
U000240,Mohammed,Das,mohammed.das4271@gmail.com,2023-11-25,Germany,Hamburg,68762,42,Other,Bronze
U000241,Riya,Singh,riya.singh9345@gmail.com,2024-09-09,India,Kochi,434729,63,Female,Gold
U000242,Myra,Pillai,myra.pillai7392@gmail.com,2020-04-03,India,Ahmedabad,187252,29,Female,Bronze
U000243,Zara,Patel,zara.patel5721@gmail.com,2021-04-27,India,Ahmedabad,159147,42,Other,Gold
U000244,Kiara,Iyer,kiara.iyer7900@gmail.com,2024-04-05,India,Patna,344427,23,Other,Platinum
U000245,Diya,Nair,diya.nair6355@gmail.com,2024-06-28,India,Kochi,398378,50,Male,Bronze
